,Week,Rank,Fantasy
3962,9,5,9
3963,10,26,13.1
3964,11,23,14.3
3965,12,22,17.3
3966,13,31,28.8
3967,14,22,20.4
3968,15,19,11.8
3969,1,14,24.4
3970,2,13,12.3
3971,3,16,24.8
3972,5,15,6.2
3973,6,17,7.1
3974,7,21,6.4
3975,8,32,26.3
3976,9,23,40.3
3977,10,2,12.5
3978,11,5,8.2
3979,12,10,11.1
3980,13,22,15.3
3981,14,10,15.8
3982,15,5,23.3
3983,16,17,13.6
3984,1,4,16.9
3985,2,10,3.6
3986,3,24,7.6
3987,4,14,17.1
3988,5,21,20.6
3989,6,27,27.7
3990,7,20,22.9
3991,8,8,24.8
3992,9,14,8.1
3993,10,11,17.5
3994,11,25,23.2
3995,12,3,5.8
3996,13,15,16
3997,15,3,15.5
3998,16,11,7.4
3999,1,7,9.1
4000,2,26,20.5
4001,3,22,7.7
4002,4,23,15
4003,5,1,2.7
4004,6,5,5.5
4005,7,30,5.4
4006,8,15,14.5
4007,9,11,22.9
4008,10,25,13.2
4009,11,10,19
4010,12,19,8.3
4011,13,17,1.7
4012,14,23,4.9
4013,15,22,14.3
4014,16,15,6.2
4015,2,32,21
4016,4,4,6.1
4017,5,15,29.2
4018,6,19,26.1
4019,7,18,15.5
4020,8,30,35.3
4021,9,22,17.9
4022,12,30,16.5
4023,13,26,20.8
4024,14,19,11.7
4025,15,6,16.1
4026,16,26,9.3
4027,1,15,6.6
4028,2,31,13.5
4029,3,5,1
4030,4,22,23.4
4031,5,2,10.8
4032,6,17,3.8
4033,7,16,2
4034,8,17,5.8
4035,10,23,9.4
4036,12,1,3.6
4037,13,32,6.3
4038,14,1,8.9
4039,15,13,21.8
4040,16,5,14.9
4041,1,1,4.5
4042,2,24,6.1
4043,3,3,2.5
4044,4,31,11.9
4045,5,11,25.2
4046,6,20,4
4047,7,21,13.3
4048,9,31,17.8
4049,10,22,23.4
4050,11,11,25.8
4051,12,8,11.5
4052,13,27,22.6
4053,14,4,16.8
4054,15,25,16.4
4055,16,3,10.6
4056,1,12,14.4
4057,2,18,7.2
4058,3,9,6.5
4059,4,21,15.7
4060,5,19,15.7
4061,6,25,11.1
4062,7,27,9.5
4063,8,12,10.5
4064,9,18,10.5
4065,10,30,23.2
4066,12,13,12.3
4067,13,20,13.8
4068,14,26,4.7
4069,15,7,3.2
4070,16,9,13.6
4071,1,3,0.9
4072,2,5,1.9
4073,3,7,1.8
4074,5,27,14.3
4075,6,22,5.9
4076,7,15,5.1
4077,8,19,10.6
4078,9,1,9.8
4079,10,10,0.6
4080,11,15,10.7
4081,12,26,3.7
4082,13,30,20.7
4083,15,17,11
4084,16,22,12.2
4085,1,30,3.4
4086,2,16,1.2
4087,4,8,28.8
4088,5,10,8.4
4089,6,13,16.7
4090,7,17,21.1
4091,8,24,14.8
4092,9,4,17.8
4093,10,1,27.8
4094,11,32,18.2
4095,12,16,11.9
4096,13,5,23.1
4097,14,32,5.3
4098,15,18,5.7
4099,16,13,6.2
4100,1,13,6
4101,2,23,10.1
4102,3,10,7.5
4103,4,16,26.4
4104,6,32,16
4105,7,22,12.5
4106,8,15,19.4
4107,9,17,10.2
4108,10,3,6.6
4109,11,1,6.3
4110,12,27,1.2
4111,1,32,16.2
4112,2,14,10.7
4113,3,31,9.6
4114,4,3,10
4115,5,13,4.4
4116,6,16,2.1
4117,7,8,18.5
4118,8,4,16.3
4119,9,2,2.2
4120,10,18,5.1
4121,11,4,3.8
4122,12,20,6.2
4123,13,11,5.7
4124,14,30,8.6
4125,15,8,5.3
4126,16,20,9.7
4127,2,12,5.3
4128,3,25,11.4
4129,4,11,6.2
4130,5,23,13.4
4131,6,31,2.5
4132,7,6,2.5
4133,8,3,12
4134,9,25,15.5
4135,10,21,4.7
4136,11,9,11.1
4137,12,5,10.1
4138,13,14,13.6
4139,14,18,5.7
4140,5,10,5.2
4141,6,1,14.5
4142,7,2,3.3
4143,8,10,5.7
4144,9,5,8.1
4145,10,16,11.4
4146,11,13,8.8
4147,12,32,34.4
4148,14,5,1.3
4149,15,23,14.3
4150,16,1,5.7
4151,1,25,3.7
4152,2,3,11.9
4153,3,18,5
4154,7,14,6.2
4155,8,1,9.4
4156,10,22,11.9
4157,11,27,3.9
4158,12,11,11
4159,14,25,6.1
4160,15,9,18.9
4161,16,27,6.9
4162,1,18,10
4163,3,6,10.1
4164,4,30,3.1
4165,6,26,0.8
4166,7,32,2.1
4167,8,25,11
4168,9,12,15.4
4169,10,7,1.2
4170,11,27,7.1
4171,12,4,1.6
4172,13,19,5.4
4173,14,12,2.3
4174,16,6,16.6
4175,2,32,8.8
4176,3,23,2.5
4177,4,4,1.6
4178,5,15,2.2
4179,6,19,8.5
4180,7,18,6.4
4181,8,30,1
4182,9,22,15.6
4183,10,9,6.6
4184,11,12,0.6
4185,12,30,7.5
4186,13,26,2.6
4187,14,19,0.6
4188,15,6,13.6
4189,1,6,11
4190,2,27,22.9
4191,3,30,17.4
4192,4,8,7.2
4193,5,21,21.7
4194,6,19,1.6
4195,7,6,10.7
4196,11,7,6.7
4197,12,25,5.3
4198,13,18,3.6
4199,14,9,10.3
4200,15,16,14.1
4201,16,18,12.4
4202,1,3,15.6
4203,2,5,8.9
4204,3,7,23.6
4205,5,27,7.2
4206,10,10,6.7
4207,11,15,12
4208,12,26,21.4
4209,13,30,2.2
4210,16,22,5.4
4211,1,17,1.5
4212,2,8,14.4
4213,4,27,28
4214,5,14,5.2
4215,6,3,1.3
4216,7,4,3.7
4217,8,25,2.7
4218,10,31,1.4
4219,12,21,5.7
4220,13,24,6.4
4221,14,3,14.6
4222,15,20,21.7
4223,16,31,10.8
4224,1,16,5.1
4225,2,22,7.5
4226,3,26,8
4227,4,30,15.9
4228,5,6,4.7
4229,6,7,10.1
4230,7,12,11.8
4231,9,23,4.2
4232,10,8,2.1
4233,11,26,10.2
4234,13,9,3
4235,14,7,4.1
4236,15,15,0.9
4237,16,30,2
4238,1,24,2.1
4239,2,7,12.8
4240,3,8,6.5
4241,4,20,7.2
4242,5,13,8.6
4243,6,5,11.5
4244,7,9,6.5
4245,8,1,6.7
4246,9,16,3.6
4247,10,13,2.1
4248,11,2,3.4
4249,12,17,4.5
4250,13,10,0.5
4251,14,2,1.3
4252,15,4,5.4
4253,16,16,1.9
4254,1,2,2.5
4255,2,15,0.3
4256,3,12,7
4257,4,19,11.7
4258,5,9,2.7
4259,6,26,6.8
4260,8,7,6
4261,9,6,7.4
4262,10,18,10.5
4263,11,22,3.1
4264,12,7,4.2
4265,13,23,2.7
4266,14,24,2.6
4267,15,26,5.3
4268,16,19,-0.2
4269,1,27,5.4
4270,3,8,4.6
4271,4,6,20.3
4272,5,31,33.8
4273,7,14,7.8
4274,8,30,2.3
4275,9,16,10.3
4276,10,28,23.5
4277,11,25,9.8
4278,12,14,14
4279,14,13,9.7
4280,15,20,7.5
4281,16,6,10.8
4282,1,2,8
4283,2,24,14.7
4284,3,29,20.9
4285,4,20,6.1
4286,5,4,5.7
4287,6,21,14.6
4288,7,9,11.9
4289,8,11,7.5
4290,9,5,7.7
4291,10,23,8.8
4292,11,27,8.2
4293,12,3,15.7
4294,13,4,2.7
4295,14,12,8
4296,15,21,17.7
4297,16,3,5.6
4298,1,28,4.7
4299,2,30,11.9
4300,3,16,37.3
4301,4,8,32.9
4302,7,27,13
4303,8,26,13.1
4304,9,18,13.9
4305,10,25,4.3
4306,12,26,10.3
4307,13,6,4.2
4308,14,31,16.1
4309,15,6,15
4310,1,15,3.1
4311,2,9,4.1
4312,3,27,21.4
4313,4,31,6.7
4314,5,8,15.8
4315,6,10,9.4
4316,8,6,9.2
4317,9,4,16.2
4318,10,14,6
4319,11,26,3.7
4320,12,11,15.4
4321,13,31,5.9
4322,14,8,5.9
4323,15,19,21.5
4324,16,27,7.6
4325,1,29,22
4326,2,25,6
4327,4,19,22.6
4328,6,10,11.3
4329,7,22,4.1
4330,8,31,16.8
4331,9,15,11.5
4332,10,8,4.5
4333,11,19,16.2
4334,12,30,4.9
4335,13,27,10.7
4336,14,16,4.2
4337,15,10,4.2
4338,16,15,8.1
4339,1,31,8.1
4340,2,8,5.9
4341,4,26,5
4342,5,1,20.6
4343,6,28,12.5
4344,7,25,12.3
4345,8,12,6.8
4346,9,27,15.1
4347,11,16,7.7
4348,13,14,14.9
4349,1,30,3.5
4350,2,28,5.2
4351,3,14,9.5
4352,5,10,7.8
4353,6,30,22.2
4354,7,1,11.3
4355,8,28,12.2
4356,9,26,5.8
4357,10,19,14.9
4358,11,6,7.6
4359,13,12,11.1
4360,14,9,11.3
4361,15,15,9.8
4362,1,12,22.6
4363,2,7,10.5
4364,3,1,7.4
4365,4,22,13.5
4366,5,3,16.9
4367,6,23,16.9
4368,7,5,6.9
4369,11,12,5.3
4370,12,18,18.3
4371,14,5,16.4
4372,15,26,7.7
4373,16,23,17
4374,1,24,4.1
4375,2,3,3.4
4376,3,23,7.6
4377,4,5,16.8
4378,5,22,2.6
4379,6,29,11.5
4380,7,12,17.5
4381,8,25,0.1
4382,9,3,11.1
4383,10,20,10.4
4384,11,10,11.9
4385,12,21,5.6
4386,13,22,6.1
4387,14,11,2.8
4388,15,2,7.2
4389,16,21,18.7
4390,1,19,12.1
4391,2,13,7.2
4392,3,30,1.9
4393,4,28,6.5
4394,5,14,1.5
4395,6,9,3.2
4396,7,26,0.7
4397,8,10,1
4398,10,6,9
4399,11,30,1.2
4400,12,16,8.4
4401,13,20,8.4
4402,14,15,4.9
4403,15,28,10
4404,1,16,11.2
4405,2,14,2.4
4406,4,15,15.2
4407,5,18,6.7
4408,6,28,6.3
4409,7,16,1.9
4410,9,26,4.7
4411,10,10,5.1
4412,12,9,3.3
4413,13,19,10.2
4414,14,6,14.7
4415,15,5,13.6
4416,16,28,23.6
4417,1,14,14
4418,2,16,5.5
4419,6,30,18.6
4420,7,6,7
4421,8,16,22.1
4422,9,19,11.9
4423,10,26,7.1
4424,11,23,3
4425,12,10,2.4
4426,13,15,3.7
4427,14,7,0.3
4428,16,30,10.9
4429,1,20,15.9
4430,2,1,0.9
4431,3,3,8.7
4432,4,18,9.3
4433,5,13,3.5
4434,6,21,2
4435,7,4,10.7
4436,8,6,-1
4437,10,5,10.6
4438,11,20,17.9
4439,12,23,0.1
4440,13,16,20.8
4441,14,22,2.3
4442,15,7,14.8
4443,16,5,4.1
4444,1,9,3.3
4445,2,27,13.2
4446,3,22,3.6
4447,4,21,12.5
4448,5,24,14.7
4449,6,4,4.1
4450,7,13,0.9
4451,8,7,2.6
4452,9,2,6.4
4453,10,11,0.7
4454,11,24,6.4
4455,12,2,27.4
4456,13,18,3
4457,14,1,14.8
4458,15,3,5.3
4459,1,23,4.7
4460,2,2,9.8
4461,3,5,5.1
4462,4,29,4.6
4463,5,11,7.4
4464,6,12,0.9
4465,7,22,2.9
4466,8,24,6.1
4467,9,20,5.6
4468,10,3,4.9
4469,11,31,8
4470,12,4,4.3
4471,13,3,6.3
4472,14,19,4.7
4473,1,3,4.9
4474,2,6,1
4475,3,26,19.9
4476,4,14,1.7
4477,5,25,3.3
4478,6,31,0.8
4479,7,19,7.2
4480,8,27,3.1
4481,9,2,15.2
4482,10,9,14.1
4483,12,15,8.7
4484,13,10,5
4485,14,25,10.4
4486,2,15,0.4
4487,3,31,27.2
4488,4,16,7.4
4489,5,25,22.4
4490,6,9,7.4
4491,7,19,18.9
4492,9,30,6.1
4493,10,15,2.7
4494,11,4,5.4
4495,12,28,5.3
4496,1,22,8.8
4497,2,21,13.9
4498,3,24,8.3
4499,4,3,12.2
4500,5,1,10.1
4501,6,15,13.3
4502,7,11,3.4
4503,8,29,8.6
4504,9,8,7.9
4505,10,7,14.6
4506,11,13,6.7
4507,12,29,3.5
4508,13,11,6.7
4509,14,18,5.1
4510,15,4,4.3
4511,16,24,4.8
4512,1,4,5.6
4513,2,22,8
4514,3,2,2.9
4515,4,11,15
4516,5,29,23
4517,6,18,10.1
4518,7,7,10.4
4519,8,21,7.4
4520,9,31,6.4
4521,10,13,2.6
4522,1,2,11.2
4523,3,24,16
4524,4,32,21.7
4525,5,8,29.1
4526,6,21,17.4
4527,7,12,14.8
4528,8,30,21.7
4529,9,10,38.9
4530,10,9,12.7
4531,12,6,16.5
4532,13,2,10.7
4533,14,15,24.8
4534,15,13,21.2
4535,1,14,11
4536,2,18,18.3
4537,3,11,22.5
4538,4,17,5.8
4539,5,30,9.7
4540,6,8,13
4541,7,10,25.4
4542,8,17,10.3
4543,9,3,24.9
4544,10,32,12.4
4545,11,28,6.7
4546,12,23,14.8
4547,13,9,13.9
4548,14,4,9.1
4549,15,28,17
4550,16,18,11.1
4551,1,6,17.7
4552,2,13,14.5
4553,3,20,21.5
4554,4,11,23.9
4555,5,18,13.7
4556,6,30,12.5
4557,7,22,18.7
4558,8,25,18.8
4559,9,29,14
4560,10,21,26
4561,11,22,13.9
4562,12,24,8.4
4563,13,4,15.2
4564,14,7,14.1
4565,15,25,6
4566,16,11,1.9
4567,1,13,7.8
4568,2,4,12.3
4569,3,29,14.3
4570,4,25,15.5
4571,5,24,7.9
4572,6,11,10.8
4573,7,16,14.3
4574,8,7,12.2
4575,9,21,19.1
4576,10,16,12.1
4577,11,10,3.1
4578,12,28,7.9
4579,13,11,13.4
4580,14,6,11.5
4581,15,20,6.4
4582,16,25,7.6
4583,2,1,2.5
4584,3,30,8.8
4585,4,8,4.6
4586,5,16,10.2
4587,6,10,32.7
4588,7,17,27.6
4589,8,28,19
4590,9,29,8
4591,10,23,8.4
4592,11,32,11.6
4593,12,9,8.7
4594,13,14,6.3
4595,14,28,5.1
4596,15,17,26.9
4597,16,1,7.9
4598,1,7,17.7
4599,2,25,18
4600,3,22,13.8
4601,5,20,12.7
4602,6,4,9.4
4603,7,27,30.1
4604,8,4,15.5
4605,9,16,32.1
4606,10,18,13.2
4607,11,11,8.9
4608,12,15,19.8
4609,13,26,0.5
4610,2,12,3.1
4611,3,5,9.2
4612,4,13,13.2
4613,5,22,22.3
4614,6,25,10
4615,7,21,2.2
4616,8,6,26.2
4617,9,15,8
4618,10,2,9.9
4619,11,16,12.7
4620,12,32,29.7
4621,13,13,11
4622,14,21,17.3
4623,16,6,13.5
4624,1,15,4
4625,2,20,9.3
4626,4,26,12.4
4627,5,4,18.3
4628,6,3,5
4629,7,29,10
4630,8,21,17.8
4631,9,15,10.5
4632,10,12,8.1
4633,11,14,19.7
4634,12,7,22.5
4635,13,23,1.8
4636,14,32,31.5
4637,15,26,8.8
4638,1,8,15.5
4639,2,17,28.9
4640,3,7,6.4
4641,4,3,4.3
4642,5,10,6
4643,6,14,2.2
4644,7,9,25.4
4645,8,30,21.8
4646,9,18,15.7
4647,10,23,10.9
4648,11,1,5
4649,12,22,7.9
4650,13,32,0.8
4651,14,18,2.8
4652,1,4,6.4
4653,2,32,1.6
4654,7,14,22
4655,8,23,4.2
4656,9,7,3.9
4657,11,20,21.6
4658,12,3,3.3
4659,13,29,12.6
4660,15,27,5.2
4661,16,15,13.2
4662,1,23,21.3
4663,2,26,3.2
4664,3,3,24.5
4665,4,5,13.9
4666,5,14,17.4
4667,6,17,5.2
4668,9,14,1.4
4669,10,1,11
4670,11,18,15.5
4671,12,24,9.8
4672,13,28,26
4673,14,27,5.7
4674,15,23,10.2
4675,1,29,25.9
4676,2,11,8.5
4677,3,28,6.3
4678,4,10,7.6
4679,5,20,22.3
4680,7,22,4.7
4681,9,26,7.2
4682,10,15,8.5
4683,11,4,9.6
4684,12,27,17.2
4685,13,20,6.3
4686,14,16,9.4
4687,15,4,8.2
4688,1,12,13.8
4689,2,9,20.8
4690,3,18,7.9
4691,5,1,4
4692,6,16,3.6
4693,7,8,13.9
4694,8,28,12.3
4695,9,5,6.7
4696,10,9,5.3
4697,11,10,2.3
4698,12,2,7.1
4699,13,8,11.8
4700,14,17,2.8
4701,15,29,17.8
4702,16,10,14.8
4703,2,27,16.1
4704,3,16,9.8
4705,4,9,2.4
4706,7,25,18.3
4707,8,15,7.1
4708,9,4,30.7
4709,10,11,9.2
4710,11,26,14.8
4711,12,17,22.5
4712,13,7,16.3
4713,14,29,7.2
4714,15,22,5.1
4715,16,4,2.5
4716,1,17,3.8
4717,2,30,5.7
4718,3,25,5.3
4719,4,20,17.3
4720,6,2,24.3
4721,7,28,1
4722,8,10,2.7
4723,9,30,7.7
4724,10,5,11.3
4725,11,8,6.4
4726,12,18,18.8
4727,13,1,2.6
4728,14,12,12.2
4729,15,10,5.5
4730,16,8,3.5
4731,1,5,7.8
4732,6,9,3.5
4733,7,23,10.9
4734,8,12,3.9
4735,9,8,10.9
4736,10,24,18.9
4737,11,30,5.9
4738,12,10,11.3
4739,13,5,5.7
4740,14,13,3.8
4741,15,12,5.1
4742,1,26,-1.2
4743,2,22,5.1
4744,3,8,2.5
4745,4,15,3
4746,5,27,5.9
4747,6,29,5.3
4748,7,11,14.7
4749,8,29,12.4
4750,9,20,3
4751,11,7,10.1
4752,12,25,9.7
4753,13,16,1.1
4754,14,1,3.3
4755,15,7,5.1
4756,16,20,22.9
4757,2,5,0.7
4758,3,2,0.4
4759,4,30,1.8
4760,5,9,5.9
4761,6,12,7.6
4762,7,13,14.7
4763,8,8,9.5
4764,9,6,31.7
4765,10,21,4.2
4766,11,5,6.3
4767,12,14,14.8
4768,13,12,11.5
4769,14,26,8.2
4770,15,24,3.3
4771,1,16,0.9
4772,2,21,0.1
4773,3,26,6.7
4774,4,2,15.5
4775,5,11,4.6
4776,6,12,4.8
4777,8,13,0.8
4778,10,14,4.1
4779,11,13,7.6
4780,12,5,11.5
4781,13,25,6.9
4782,14,22,7.1
4783,15,21,8.5
4784,16,24,23
4785,1,30,13.7
4786,2,24,15.5
4787,3,10,11.5
4788,4,13,6
4789,6,6,7.1
4790,7,5,7.5
4791,8,2,27.9
4792,9,27,3.1
4793,10,3,6
4794,14,9,6.2
4795,1,27,9.6
4796,2,14,2.3
4797,9,24,10.6
4798,10,7,10.5
4799,11,3,7
4800,12,29,12.8
4801,14,5,4.2
4802,1,8,4.8
4803,2,17,0.3
4804,3,7,5.1
4805,4,3,8
4806,5,10,5.1
4807,6,14,2.2
4808,7,9,1.8
4809,8,30,13.9
4810,9,18,5.1
4811,10,23,14.9
4812,11,1,4.3
4813,12,22,0.3
4814,13,32,29.9
4815,14,18,16.2
4816,15,1,7.4
4817,16,17,19.7
4818,1,23,13.9
4819,2,29,13.8
4820,3,15,13.9
4821,4,4,2.9
4822,5,27,28.3
4823,6,20,27
4824,7,23,4.4
4825,8,5,19.9
4826,9,2,4.2
4827,10,18,14
4828,11,13,8.8
4829,12,31,10.6
4830,14,15,22.9
4831,15,22,18.8
4832,16,20,12.4
4833,1,8,12.6
4834,2,24,0.7
4835,3,7,26.6
4836,4,26,12.3
4837,5,1,7.6
4838,6,6,17.6
4839,7,11,6.5
4840,9,26,5.4
4841,10,21,18.5
4842,11,4,1.9
4843,12,25,3.3
4844,13,16,27.5
4845,14,21,6.3
4846,15,31,16.4
4847,16,1,1.4
4848,1,5,40.6
4849,2,4,22.9
4850,3,3,24.3
4851,5,32,11.6
4852,6,7,11
4853,7,20,11.7
4854,8,23,6.8
4855,9,13,6.1
4856,10,27,7.7
4857,11,18,2.6
4858,12,22,6.3
4859,13,20,19.8
4860,14,3,32.6
4861,15,29,16.6
4862,16,23,9.5
4863,1,32,18.4
4864,2,17,12.1
4865,3,6,14
4866,4,22,20.5
4867,5,7,30.4
4868,6,12,19.8
4869,9,3,4.6
4870,10,31,11.8
4871,11,19,4.2
4872,12,30,13.9
4873,13,14,17.9
4874,15,25,13
4875,16,17,13.6
4876,1,12,5.2
4877,2,19,10.6
4878,3,31,11.7
4879,4,14,8
4880,5,25,8.6
4881,6,17,6.7
4882,7,2,3.4
4883,8,16,10.1
4884,9,32,7.7
4885,10,7,6.1
4886,11,17,13.9
4887,12,2,6.1
4888,13,18,14
4889,14,23,6.8
4890,15,6,14.6
4891,16,32,11.1
4892,1,27,14
4893,2,23,2.2
4894,3,19,15.4
4895,4,12,25.9
4896,5,26,13.2
4897,6,25,39.9
4898,8,15,15.3
4899,15,14,11.8
4900,16,4,14.1
4901,1,11,7.7
4902,2,14,14.3
4903,3,12,21.4
4904,4,19,9.5
4905,5,30,1.8
4906,7,13,8.8
4907,8,4,4.7
4908,9,19,12.5
4909,10,27,10.4
4910,11,14,6.8
4911,12,9,6.6
4912,13,32,13.8
4913,14,17,3.9
4914,15,2,13.3
4915,16,12,19.8
4916,2,7,0.6
4917,3,24,0.5
4918,4,21,2.9
4919,5,9,4.3
4920,6,26,3.8
4921,7,6,17.3
4922,8,31,4.7
4923,10,12,21.6
4924,11,21,14.4
4925,12,8,9.7
4926,13,11,2
4927,14,16,16.4
4928,15,26,7.5
4929,16,9,23.4
4930,2,31,2.2
4931,3,2,8.2
4932,4,7,6.2
4933,5,20,5.5
4934,6,9,7.4
4935,7,1,3
4936,8,29,14.3
4937,9,17,4.6
4938,10,26,13.1
4939,11,32,11.7
4940,12,21,21.8
4941,13,7,22.6
4942,14,31,5.2
4943,15,30,6.6
4944,16,16,15.6
4945,1,17,9.2
4946,2,22,10.9
4947,4,23,1.2
4948,5,6,11.3
4949,6,3,6.3
4950,7,15,0.9
4951,9,29,18.3
4952,10,5,7.7
4953,11,23,17
4954,12,27,18.1
4955,13,15,12.4
4956,14,13,9.2
4957,15,4,7.2
4958,16,3,11.9
4959,1,7,8.6
4960,2,6,3.7
4961,3,30,5.4
4962,4,16,2.7
4963,5,22,6.7
4964,6,32,7.3
4965,7,17,7.1
4966,8,1,15.8
4967,9,21,15.5
4968,10,2,1.8
4969,11,16,10.5
4970,12,3,4.4
4971,13,26,13.1
4972,14,6,6.5
4973,15,9,4.3
4974,16,7,2.1
4975,1,25,14.2
4976,2,18,4
4977,4,5,4.8
4978,5,21,4.4
4979,6,4,4.8
4980,7,9,9.4
4981,8,24,-1.9
4982,9,8,11
4983,10,29,8.6
4984,11,22,10.5
4985,13,1,3.6
4986,14,26,1.8
4987,1,9,9.9
4988,2,26,22
4989,3,21,19.8
4990,4,18,13.8
4991,5,29,7.9
4992,6,5,9
4993,7,22,6.1
4994,8,11,6.4
4995,9,13,0.3
4996,12,1,8.1
4997,14,24,25.4
4998,16,11,16.8
4999,1,20,6
5000,2,2,2.8
5001,3,14,18
5002,4,32,3.5
5003,5,29,4.9
5004,6,30,14.7
5005,7,31,7.6
5006,8,6,4.1
5007,9,16,25.2
5008,10,7,4.7
5009,11,30,10.2
5010,12,32,7.9
5011,13,19,4.7
5012,14,25,6.3
5013,15,12,11.9
5014,1,15,0.9
5015,3,32,1.7
5016,4,11,8.7
5017,5,24,6.3
5018,6,22,11.2
5019,7,8,8.2
5020,8,3,5.4
5021,9,23,17.5
5022,10,20,14.8
5023,11,29,11.3
5024,12,18,9.2
5025,13,29,6.7
5026,14,7,14
5027,15,18,27.3
5028,16,22,25.3
5029,1,6,2.4
5030,2,32,4.1
5031,3,26,10.1
5032,4,31,4.8
5033,5,18,11.1
5034,6,7,6.8
5035,7,30,8.9
5036,8,2,10.6
5037,9,17,10
5038,10,23,4.9
5039,11,31,22.5
5040,12,7,4.2
5041,15,21,3.2
5042,16,6,7.7
5043,1,18,3.9
5044,2,20,1.3
5045,3,29,9.7
5046,4,2,25
5047,5,31,3.3
5048,7,29,8.3
5049,8,8,6.1
5050,9,18,7.4
5051,10,24,1.6
5052,11,11,4.6
5053,12,15,11
5054,13,23,3.5
5055,15,3,20.5
5056,16,5,5.6
5057,1,20,2.5
5058,2,2,15.2
5059,3,14,6.4
5060,4,32,0.7
5061,5,29,0.9
5062,6,30,20.5
5063,7,31,2.4
5064,8,6,9.6
5065,9,16,5.2
5066,10,7,3.2
5067,11,30,8.9
5068,12,32,16.9
5069,13,19,8
5070,14,25,2.8
5071,15,12,3.1
5072,16,2,17.7
5073,1,4,6.7
5074,2,12,3.5
5075,3,20,2.7
5076,4,15,10.7
5077,5,25,0.9
5078,6,4,6
5079,7,13,18.6
5080,8,14,13
5081,9,1,6.9
5082,11,27,6.6
5083,12,13,5.4
5084,13,3,0.3
5085,2,15,12.7
5086,3,27,15.6
5087,4,3,7.4
5088,5,19,8.7
5089,6,11,2.9
5090,8,25,3.7
5091,9,23,5.7
5092,10,13,7.7
5093,11,9,2.6
5094,12,14,2.3
5095,13,12,2.1
5096,14,27,1.5
5097,15,20,4.8
5098,1,13,1.3
5099,2,21,2
5100,3,4,3.3
5101,5,3,13.2
5102,6,23,13
5103,7,14,4.8
5104,8,12,7.9
5105,9,25,10.8
5106,10,15,15
5107,12,20,9.1
5108,13,13,4.4
5109,14,4,7.6
5110,15,19,1
5111,1,19,4.1
5112,2,27,8.6
5113,3,8,8.6
5114,4,1,16.9
5115,5,11,3.4
5116,7,7,3.8
5117,8,26,9.7
5118,9,31,11.5
5119,10,9,9.5
5120,11,1,4.3
5121,14,9,2.1
5122,15,16,2.6
5123,16,26,8.9
5124,1,19,14.6
5125,2,23,14.7
5126,3,11,11.8
5127,4,16,30
5128,5,4,8.4
5129,6,5,17.7
5130,8,3,11.2
5131,9,12,30.7
5132,10,25,26.1
5133,13,12,19.2
5134,14,10,12.8
5135,15,31,10.9
5136,1,5,18.8
5137,2,6,10.8
5138,3,4,17.7
5139,5,19,24.9
5140,6,12,28.9
5141,7,25,17.4
5142,9,28,10
5143,10,31,33.2
5144,11,12,26.2
5145,12,1,14.6
5146,14,3,5.6
5147,15,10,13.7
5148,16,6,20.2
5149,1,22,10.7
5150,2,11,6.8
5151,3,26,14.1
5152,4,31,2.5
5153,5,27,4.9
5154,6,7,10.8
5155,7,29,14.1
5156,8,18,16.7
5157,9,16,3.2
5158,10,9,6.5
5159,11,16,1.5
5160,12,23,8
5161,13,20,10.3
5162,14,22,13.5
5163,15,28,13
5164,16,9,23.4
5165,1,13,5.9
5166,2,1,2.4
5167,3,6,18.4
5168,5,20,12.7
5169,6,32,5.9
5170,7,16,18.4
5171,8,8,4
5172,10,22,12.3
5173,11,19,12.3
5174,12,28,10.8
5175,13,9,15
5176,14,28,20.8
5177,15,24,23.6
5178,16,26,18.9
5179,1,21,29.2
5180,2,24,14.5
5181,3,31,9.5
5182,4,2,6.4
5183,5,25,30.5
5184,6,30,24.9
5185,7,21,33.2
5186,8,2,22.3
5187,9,19,13.3
5188,10,5,4.9
5189,11,13,7.5
5190,12,8,19.4
5191,16,30,9.4
5192,1,27,3.1
5193,2,4,5.92
5194,3,5,5.7
5195,4,12,3.1
5196,5,18,5.6
5197,6,2,2.6
5198,7,8,12.5
5199,8,6,9.2
5200,9,7,17.8
5201,10,10,4.6
5202,11,4,2.9
5203,12,29,10.5
5204,13,5,47.8
5205,14,23,29.24
5206,16,10,10.6
5207,2,5,4.1
5208,3,16,4.9
5209,4,27,17.2
5210,5,10,17
5211,6,24,22.6
5212,7,1,1.5
5213,10,3,3.1
5214,11,29,20.5
5215,12,9,7
5216,13,27,5.7
5217,14,17,5.9
5218,15,18,17.6
5219,16,29,5
5220,6,29,9.3
5221,7,18,29.9
5222,8,32,26.9
5223,9,5,5.8
5224,10,3,12.9
5225,11,27,9.6
5226,12,5,3.3
5227,13,4,9.3
5228,14,6,24.9
5229,15,23,9.8
5230,16,3,15.8
5231,1,31,34.1
5232,2,21,11.9
5233,3,25,19
5234,4,23,36.1
5235,6,2,13.5
5236,7,9,19.6
5237,8,20,29.6
5238,9,30,22.2
5239,10,12,16.8
5240,11,25,9.8
5241,12,6,7.2
5242,13,31,10.7
5243,14,19,16.3
5244,15,17,22.5
5245,1,17,2.1
5246,3,29,0.6
5247,4,32,22.5
5248,5,2,0.2
5249,6,8,2.5
5250,7,31,14
5251,8,17,7.5
5252,9,24,15
5253,10,25,32.9
5254,11,30,24.8
